name,repo_name,login,contributions
katzer/cordova-plugin-local-notifications,katzer/cordova-plugin-local-notifications,scott1991,1
apache/ignite,apache/ignite,AMashenkov,1
Justson/AgentWeb,Justson/AgentWeb,edifangyi,1
FinalTeam/RxGalleryFinal,FinalTeam/RxGalleryFinal,T-Merak,1
dbeaver/dbeaver,dbeaver/dbeaver,madcollectordev,1
jersey/jersey,jersey/jersey,CausticCoder,1
sparklemotion/nokogiri,sparklemotion/nokogiri,JackMc,1
chrisbanes/PhotoView,chrisbanes/PhotoView,SimonRolin,1
liyifeng1994/ssm,liyifeng1994/ssm,qiangzi123,1
LWJGL/lwjgl3,LWJGL/lwjgl3,erikmartinessanches,1
mockito/mockito,mockito/mockito,arend-von-reinersdorff,1
JakeWharton/butterknife,JakeWharton/butterknife,Alexandre-saddour,1
AltBeacon/android-beacon-library,AltBeacon/android-beacon-library,sa0l,1
SeleniumHQ/selenium,SeleniumHQ/selenium,RoakyWood,1
Justson/AgentWeb,Justson/AgentWeb,niufen2013,1
reactor/reactor-core,reactor/reactor-core,kamilgregorczyk,1
termux/termux-app,termux/termux-app,adricen,1
zhihu/Matisse,zhihu/Matisse,xia-weiyang,1
TechEmpower/FrameworkBenchmarks,TechEmpower/FrameworkBenchmarks,mkurz,1
prestodb/presto,prestodb/presto,bill-warshaw,1
Graylog2/graylog2-server,Graylog2/graylog2-server,ion-storm,1
r0adkll/Slidr,r0adkll/Slidr,RomanTsekhmeistruk,1
react-native-community/react-native-video,react-native-community/react-native-video,EladBezalel,1
didi/VirtualAPK,didi/VirtualAPK,juzzzzzzzzz,1
bumptech/glide,bumptech/glide,VolodymyrMachekhin,1
cryptomator/cryptomator,cryptomator/cryptomator,Michael-Linz,1
dbeaver/dbeaver,dbeaver/dbeaver,amarty76,1
donglua/PhotoPicker,donglua/PhotoPicker,zhangheng12345,1
Freeyourgadget/Gadgetbridge,Freeyourgadget/Gadgetbridge,joserebelo,1
spring-cloud/spring-cloud-netflix,spring-cloud/spring-cloud-netflix,andysworkshop,1
realm/realm-java,realm/realm-java,paldrian,1
javaparser/javaparser,javaparser/javaparser,markjohndoyle,1
CymChad/BaseRecyclerViewAdapterHelper,CymChad/BaseRecyclerViewAdapterHelper,watermelonJun,1
abel533/Mapper,abel533/Mapper,Yuxiao97,1
wix/react-native-navigation,wix/react-native-navigation,cpilson,1
sherxon/AlgoDS,sherxon/AlgoDS,yunshuipiao,1
katzer/cordova-plugin-local-notifications,katzer/cordova-plugin-local-notifications,jmarginier,1
google/closure-compiler,google/closure-compiler,supersteves,1
spockframework/spock,spockframework/spock,claudiocarcaci,1
alibaba/freeline,alibaba/freeline,ding33211,1
OpenTSDB/opentsdb,OpenTSDB/opentsdb,manolama,1
SeleniumHQ/selenium,SeleniumHQ/selenium,paladox,1
Screetsec/TheFatRat,Screetsec/TheFatRat,sungod88,1
alibaba/freeline,alibaba/freeline,faywong,1
elastic/elasticsearch,elastic/elasticsearch,BigbigY,1
mybatis/mybatis-3,mybatis/mybatis-3,jonl-percsolutions-com,1
tronprotocol/java-tron,tronprotocol/java-tron,Namzhil,1
elastic/elasticsearch,elastic/elasticsearch,wr0ngc0degen,1
bazelbuild/bazel,bazelbuild/bazel,bcsgh,1
pmd/pmd,pmd/pmd,SupunArunoda,1
square/okhttp,square/okhttp,cfsbhawkins,1
guardianproject/haven,guardianproject/haven,augbog,1
florent37/ExpectAnim,florent37/ExpectAnim,florent37,1
elasticjob/elastic-job-lite,elasticjob/elastic-job-lite,mychao,1
spring-projects/spring-boot,spring-projects/spring-boot,LukasSmrcka,1
spring-projects/spring-boot,spring-projects/spring-boot,bvulaj,1
querydsl/querydsl,querydsl/querydsl,wwalery,1
facebook/fresco,facebook/fresco,robinxb,1
ctripcorp/apollo,ctripcorp/apollo,liushangxiao,1
google/google-authenticator,google/google-authenticator,dlmiles,1
Graylog2/graylog2-server,Graylog2/graylog2-server,ryanc,1
ThirtyDegreesRay/OpenHub,ThirtyDegreesRay/OpenHub,Rubylion,1
Teevity/ice,Teevity/ice,Juberstine,1
facebook/litho,facebook/litho,dsyang,1
prontera/spring-cloud-rest-tcc,prontera/spring-cloud-rest-tcc,tanjianhui1979,1
Graylog2/graylog2-server,Graylog2/graylog2-server,phspagiari,1
spring-projects/spring-boot,spring-projects/spring-boot,krudolph,1
mybatis/mybatis-3,mybatis/mybatis-3,crystalcyw,1
arduino/Arduino,arduino/Arduino,fpistm,1
geeeeeeeeek/WeChatLuckyMoney,geeeeeeeeek/WeChatLuckyMoney,LDD123,1
cglib/cglib,cglib/cglib,quaff,1
Malinskiy/SuperRecyclerView,Malinskiy/SuperRecyclerView,dilix,1
skylot/jadx,skylot/jadx,MAKTrend,1
guardianproject/haven,guardianproject/haven,harlo,1
netty/netty,netty/netty,mossen,1
tronprotocol/java-tron,tronprotocol/java-tron,opuxilem-4055,1
apache/cordova-android,apache/cordova-android,deton,1
redisson/redisson,redisson/redisson,miaozhiyan,1
signalapp/Signal-Android,signalapp/Signal-Android,deepdad,1
wix/react-native-navigation,wix/react-native-navigation,BrunoVillanova,1
ethereum/ethereumj,ethereum/ethereumj,weisheme,1
spring-projects/spring-boot,spring-projects/spring-boot,Sghazzawi,1
ThirtyDegreesRay/OpenHub,ThirtyDegreesRay/OpenHub,juqkai,1
oracle/graal,oracle/graal,eregon,1
neo4j/neo4j,neo4j/neo4j,ecbftw,1
wix/react-native-navigation,wix/react-native-navigation,eballeste,1
openhab/openhab1-addons,openhab/openhab1-addons,Pirx99,1
bumptech/glide,bumptech/glide,BenjaminZaiser,1
wix/react-native-navigation,wix/react-native-navigation,nhohb07,1
react-native-community/react-native-video,react-native-community/react-native-video,ouabing,1
wix/react-native-navigation,wix/react-native-navigation,stoerebink,1
JanusGraph/janusgraph,JanusGraph/janusgraph,jahhulbert-ccri,1
hongyangAndroid/AndroidAutoLayout,hongyangAndroid/AndroidAutoLayout,StayZeal,1
eugenp/tutorials,eugenp/tutorials,JShadab,1
wasabeef/Blurry,wasabeef/Blurry,MensObscura,1
crazycodeboy/react-native-splash-screen,crazycodeboy/react-native-splash-screen,Jun711,1
spring-projects/spring-boot,spring-projects/spring-boot,lesv,1
naver/pinpoint,naver/pinpoint,sg-h,1
prestodb/presto,prestodb/presto,leoChaoGlut,1
react-native-community/react-native-svg,react-native-community/react-native-svg,jd20,1
TooTallNate/Java-WebSocket,TooTallNate/Java-WebSocket,richdyang,1
swagger-api/swagger-core,swagger-api/swagger-core,m-radzikowski,1
facebook/fresco,facebook/fresco,kirwan,1
firebase/quickstart-android,firebase/quickstart-android,hoanganhtuan95ptit,1
prolificinteractive/material-calendarview,prolificinteractive/material-calendarview,erioana,1
alibaba/fastjson,alibaba/fastjson,kirkvicent,1
shuzheng/zheng,shuzheng/zheng,TOBACCOCN,1
spring-projects/spring-boot,spring-projects/spring-boot,idolice,1
chrisbanes/PhotoView,chrisbanes/PhotoView,pandulapeter,1
alibaba/DataX,alibaba/DataX,xiangwl527,1
DylanVann/react-native-fast-image,DylanVann/react-native-fast-image,bitshadow,1
elastic/elasticsearch,elastic/elasticsearch,markwalkom,1
JessYanCoding/ProgressManager,JessYanCoding/ProgressManager,zhupengxiang,1
elastic/elasticsearch,elastic/elasticsearch,mr-mos,1
MyCATApache/Mycat-Server,MyCATApache/Mycat-Server,anniemmd,1
eclipse/che,eclipse/che,loverdeg-ep,1
facebook/buck,facebook/buck,mgrebenets,1
LuckSiege/PictureSelector,LuckSiege/PictureSelector,AbleZ,1
facebook/litho,facebook/litho,marco-cova,1
springfox/springfox,springfox/springfox,Spentas,1
google/ExoPlayer,google/ExoPlayer,EvanHong1,1
apache/rocketmq,apache/rocketmq,lizhanhui,1
vespa-engine/vespa,vespa-engine/vespa,theseusyang,1
eugenp/tutorials,eugenp/tutorials,rockoder,1
apache/cordova-android,apache/cordova-android,macdonst,1
SeleniumHQ/selenium,SeleniumHQ/selenium,KharanKnight,1
alibaba/druid,alibaba/druid,maskleo,1
orientechnologies/orientdb,orientechnologies/orientdb,sboucard,1
dbeaver/dbeaver,dbeaver/dbeaver,dlsxd,1
airbnb/epoxy,airbnb/epoxy,wkranich,1
JeffLi1993/springboot-learning-example,JeffLi1993/springboot-learning-example,Zephery,1
yanzhenjie/SwipeRecyclerView,yanzhenjie/SwipeRecyclerView,callmenero,1
signalapp/Signal-Android,signalapp/Signal-Android,PiCob,1
dbeaver/dbeaver,dbeaver/dbeaver,ausiddiqui,1
bazelbuild/bazel,bazelbuild/bazel,ashi009,1
katzer/cordova-plugin-local-notifications,katzer/cordova-plugin-local-notifications,Youtch,1
realm/realm-java,realm/realm-java,jpmcosta,1
neo4j/neo4j,neo4j/neo4j,izhangzhihao,1
thingsboard/thingsboard,thingsboard/thingsboard,alexvargasbenamburg,1
powermock/powermock,powermock/powermock,BurcuKalkan,1
wix/react-native-navigation,wix/react-native-navigation,adamjacob,1
neo4j/neo4j,neo4j/neo4j,Seddryck,1
jenkinsci/jenkins,jenkinsci/jenkins,jezhalford,1
tronprotocol/java-tron,tronprotocol/java-tron,yamashi,1
wix/react-native-navigation,wix/react-native-navigation,vovkasm,1
LuckSiege/PictureSelector,LuckSiege/PictureSelector,niehuaming,1
bazelbuild/bazel,bazelbuild/bazel,EricCousineau-TRI,1
arduino/Arduino,arduino/Arduino,Steve92169,1
HoraApps/LeafPic,HoraApps/LeafPic,sohampandya00,1
weibocom/motan,weibocom/motan,GeniusQ,1
thingsboard/thingsboard,thingsboard/thingsboard,MohamedSalahSayed,1
requery/requery,requery/requery,consp1racy,1
google/guava,google/guava,j-white,1
alibaba/druid,alibaba/druid,enhon1992,1
wasabeef/Blurry,wasabeef/Blurry,Laaidback,1
spring-cloud/spring-cloud-netflix,spring-cloud/spring-cloud-netflix,ayulit,1
react-native-community/react-native-svg,react-native-community/react-native-svg,stefvw93,1
dropwizard/metrics,dropwizard/metrics,pechenoha,1
codecentric/spring-boot-admin,codecentric/spring-boot-admin,BETO-AlarmTILT,1
alibaba/druid,alibaba/druid,breakenknife,1
wix/react-native-navigation,wix/react-native-navigation,OverVlad,1
jackpal/Android-Terminal-Emulator,jackpal/Android-Terminal-Emulator,AKFU,1
web3j/web3j,web3j/web3j,amyodov,1
alibaba/druid,alibaba/druid,yan124673729,1
springfox/springfox,springfox/springfox,artem-emelin,1
querydsl/querydsl,querydsl/querydsl,timdvail,1
springfox/springfox,springfox/springfox,gilgameshs,1
bumptech/glide,bumptech/glide,Vixb1122,1
b3log/symphony,b3log/symphony,SharksevenRo,1
CymChad/BaseRecyclerViewAdapterHelper,CymChad/BaseRecyclerViewAdapterHelper,MapleDev,1
react-native-community/react-native-camera,react-native-community/react-native-camera,kumarvish,1
SeleniumHQ/selenium,SeleniumHQ/selenium,nstubi,1
google/ExoPlayer,google/ExoPlayer,yangchaojiang,1
facebook/buck,facebook/buck,matthargett,1
amirzaidi/Launcher3,amirzaidi/Launcher3,agungsugiarto,1
spring-projects/spring-boot,spring-projects/spring-boot,Alok86JavaPro,1
ReactiveX/RxJava,ReactiveX/RxJava,ArtemShaban,1
dbeaver/dbeaver,dbeaver/dbeaver,wthys,1
eugenp/tutorials,eugenp/tutorials,jinenkothari,1
skylot/jadx,skylot/jadx,bjzhou,1
lipangit/JiaoZiVideoPlayer,lipangit/JiaoZiVideoPlayer,oztil,1
Netflix/eureka,Netflix/eureka,svoeller99,1
bumptech/glide,bumptech/glide,mengshu,1
openzipkin/zipkin,openzipkin/zipkin,michaelsembwever,1
sparklemotion/nokogiri,sparklemotion/nokogiri,fredzy07,1
btraceio/btrace,btraceio/btrace,yardus,1
rstudio/rstudio,rstudio/rstudio,ResourceX,1
confluentinc/ksql,confluentinc/ksql,miguno,1
elastic/elasticsearch,elastic/elasticsearch,zachdyer,1
apache/flink,apache/flink,nielsbasjes,1
pili-engineering/PLDroidPlayer,pili-engineering/PLDroidPlayer,MrHeping,1
undertow-io/undertow,undertow-io/undertow,frapex,1
WVector/AppUpdate,WVector/AppUpdate,hezhipengzipp,1
yanzhenjie/Album,yanzhenjie/Album,164738777,1
spring-projects/spring-boot,spring-projects/spring-boot,daniv,1
junit-team/junit5,junit-team/junit5,christophsturm,1
linkedin/rest.li,linkedin/rest.li,dengpan-yin,1
LuckSiege/PictureSelector,LuckSiege/PictureSelector,jiangqingbo,1
square/picasso,square/picasso,BraisGabin,1
react-native-community/react-native-video,react-native-community/react-native-video,evanjmg,1
http-kit/http-kit,http-kit/http-kit,lungsi,1
alibaba/DataX,alibaba/DataX,WenYixin,1
objectbox/objectbox-java,objectbox/objectbox-java,TonyNikolov,1
yanzhenjie/AndPermission,yanzhenjie/AndPermission,tabish075,1
ChrisRM/material-theme-jetbrains,ChrisRM/material-theme-jetbrains,wangqingnan,1
firebase/quickstart-android,firebase/quickstart-android,thesurix,1
PhilJay/MPAndroidChart,PhilJay/MPAndroidChart,davpardom,1
MinecraftForge/MinecraftForge,MinecraftForge/MinecraftForge,simon816,1
Graylog2/graylog2-server,Graylog2/graylog2-server,nathanhruby,1
PhilJay/MPAndroidChart,PhilJay/MPAndroidChart,yshrsmz,1
katzer/cordova-plugin-local-notifications,katzer/cordova-plugin-local-notifications,stefan1242,1
java8/Java8InAction,java8/Java8InAction,kanozad,1
arduino/Arduino,arduino/Arduino,koenvdheuvel,1
DylanVann/react-native-fast-image,DylanVann/react-native-fast-image,pine,1
ChrisRM/material-theme-jetbrains,ChrisRM/material-theme-jetbrains,xinkunZ,1
wix/react-native-navigation,wix/react-native-navigation,LaurentLousky,1
react-native-community/react-native-camera,react-native-community/react-native-camera,alexey-belous,1
spring-projects/spring-framework,spring-projects/spring-framework,aclement,1
PhilJay/MPAndroidChart,PhilJay/MPAndroidChart,Moiragod,1
gyf-dev/ImmersionBar,gyf-dev/ImmersionBar,qq171161636,1
dbeaver/dbeaver,dbeaver/dbeaver,PavolGanzarcik,1
spring-projects/spring-boot,spring-projects/spring-boot,singhania,1
yanzhenjie/AndPermission,yanzhenjie/AndPermission,pengfeigao,1
youth5201314/banner,youth5201314/banner,djjackylei,1
zo0r/react-native-push-notification,zo0r/react-native-push-notification,karltaylor,1
tronprotocol/java-tron,tronprotocol/java-tron,drevie,1
nisrulz/sensey,nisrulz/sensey,nisrulz,1
TeamNewPipe/NewPipe,TeamNewPipe/NewPipe,sm4rk0,1
bytedeco/javacpp,bytedeco/javacpp,johanvos,1
elastic/elasticsearch,elastic/elasticsearch,spalger,1
runelite/runelite,runelite/runelite,Bartvhelvert,1
google/ExoPlayer,google/ExoPlayer,emiliedancer,1
apache/zeppelin,apache/zeppelin,Tagar,1
wyouflf/xUtils3,wyouflf/xUtils3,yanglin18810778879,1
wix/react-native-navigation,wix/react-native-navigation,tkulpa,1
elastic/elasticsearch,elastic/elasticsearch,bexx4444,1
dropwizard/dropwizard,dropwizard/dropwizard,brian-vosburgh,1
crazycodeboy/react-native-splash-screen,crazycodeboy/react-native-splash-screen,Symous,1
keycloak/keycloak,keycloak/keycloak,pdrozd,1
tomakehurst/wiremock,tomakehurst/wiremock,quirimmo,1
Justson/AgentWeb,Justson/AgentWeb,leonsimple,1
arduino/Arduino,arduino/Arduino,cousteaulecommandant,1
zo0r/react-native-push-notification,zo0r/react-native-push-notification,yshing,1
bazelbuild/bazel,bazelbuild/bazel,jgavris,1
stanfordnlp/CoreNLP,stanfordnlp/CoreNLP,pj-parag,1
google/gson,google/gson,kashike,1
oblac/jodd,oblac/jodd,PascalSchumacher,1
spring-projects/spring-boot,spring-projects/spring-boot,vipin-prodevans,1
alibaba/fastjson,alibaba/fastjson,slankka,1
apache/zeppelin,apache/zeppelin,lresende,1
wix/react-native-navigation,wix/react-native-navigation,tolu360,1
skylot/jadx,skylot/jadx,buble01,1
elastic/elasticsearch,elastic/elasticsearch,hgfischer,1
graphql-java/graphql-java,graphql-java/graphql-java,drewolson,1
SeleniumHQ/selenium,SeleniumHQ/selenium,donaldpipowitch,1
daimajia/AndroidSwipeLayout,daimajia/AndroidSwipeLayout,saprahits,1
openhab/openhab1-addons,openhab/openhab1-addons,Astrakan27,1
mcxiaoke/android-volley,mcxiaoke/android-volley,ciamine,1
square/tape,square/tape,JakeWharton,1
zo0r/react-native-push-notification,zo0r/react-native-push-notification,RobertStuff,1
hibernate/hibernate-orm,hibernate/hibernate-orm,dannnnn,1
hongyangAndroid/FlowLayout,hongyangAndroid/FlowLayout,hjja1,1
spring-projects/spring-boot,spring-projects/spring-boot,Yona-Appletree,1
react-native-community/react-native-camera,react-native-community/react-native-camera,tommynordli,1
code4craft/webmagic,code4craft/webmagic,TeemoJUN,1
facebook/fresco,facebook/fresco,tshradheya,1
react-native-community/react-native-svg,react-native-community/react-native-svg,bennettrahn,1
google/auto,google/auto,cpovirk,1
alibaba/DataX,alibaba/DataX,obarong,1
alamkanak/Android-Week-View,alamkanak/Android-Week-View,nikolabozicbg,1
woxingxiao/BubbleSeekBar,woxingxiao/BubbleSeekBar,bernaferrari,1
graphql-java/graphql-java,graphql-java/graphql-java,thangbqvng,1
orientechnologies/orientdb,orientechnologies/orientdb,xavier66,1
SeleniumHQ/selenium,SeleniumHQ/selenium,venkatakumar,1
alibaba/fastjson,alibaba/fastjson,xkcoding,1
ragunathjawahar/android-saripaar,ragunathjawahar/android-saripaar,xrnd,1
Malinskiy/SuperRecyclerView,Malinskiy/SuperRecyclerView,devbrevity,1
siacs/Conversations,siacs/Conversations,silberzwiebel,1
CarGuo/GSYVideoPlayer,CarGuo/GSYVideoPlayer,gaoshan12312,1
graphql-java/graphql-java,graphql-java/graphql-java,Edholm,1
apache/kafka,apache/kafka,mariojunior,1
davemorrissey/subsampling-scale-image-view,davemorrissey/subsampling-scale-image-view,DennyWeinberg,1
JakeWharton/butterknife,JakeWharton/butterknife,kvithayathil,1
bumptech/glide,bumptech/glide,JSpiner,1
topjohnwu/Magisk,topjohnwu/Magisk,pogo1975,1
bazelbuild/bazel,bazelbuild/bazel,andyscott,1
spring-cloud/spring-cloud-netflix,spring-cloud/spring-cloud-netflix,wyzssw,1
cSploit/android,cSploit/android,TheFreediver,1
spring-projects/spring-boot,spring-projects/spring-boot,agbottan,1
orientechnologies/orientdb,orientechnologies/orientdb,stefpe,1
elastic/elasticsearch,elastic/elasticsearch,xgwu,1
requery/requery,requery/requery,bradynpoulsen,1
evernote/android-job,evernote/android-job,rpattabi,1
tronprotocol/java-tron,tronprotocol/java-tron,srowhani,1
chennaione/sugar,chennaione/sugar,quensh93,1
mockito/mockito,mockito/mockito,Tibor17,1
mockito/mockito,mockito/mockito,kant,1
Qihoo360/RePlugin,Qihoo360/RePlugin,gzgang,1
wix/react-native-navigation,wix/react-native-navigation,habovh,1
bumptech/glide,bumptech/glide,raghunandankavi2010,1
apache/ignite,apache/ignite,glukos,1
apache/kafka,apache/kafka,reftel,1
apache/beam,apache/beam,yew1eb,1
PipelineAI/pipeline,PipelineAI/pipeline,dougzhang,1
rstudio/rstudio,rstudio/rstudio,analeighgui,1
prestodb/presto,prestodb/presto,ORBAT,1
google/ExoPlayer,google/ExoPlayer,akurni,1
react-native-community/react-native-camera,react-native-community/react-native-camera,Cawfree,1
rengwuxian/MaterialEditText,rengwuxian/MaterialEditText,siavashabdoli,1
alibaba/fastjson,alibaba/fastjson,yanzishang,1
redisson/redisson,redisson/redisson,mcacker,1
zhihu/Matisse,zhihu/Matisse,Nick-Cheung,1
DroidPluginTeam/DroidPlugin,DroidPluginTeam/DroidPlugin,rajeshzmoke,1
junit-team/junit5,junit-team/junit5,paul-nelson-baker,1
grpc/grpc-java,grpc/grpc-java,thomas-silva,1
SeleniumHQ/selenium,SeleniumHQ/selenium,MilanMasek,1
square/okhttp,square/okhttp,ali-idrizi,1
rzwitserloot/lombok,rzwitserloot/lombok,Falochu,1
querydsl/querydsl,querydsl/querydsl,olivergierke,1
FasterXML/jackson-databind,FasterXML/jackson-databind,hazeltroost,1
Curzibn/Luban,Curzibn/Luban,andyxialm,1
razerdp/BasePopup,razerdp/BasePopup,Mr-PolarBear,1
google/ExoPlayer,google/ExoPlayer,chaichuanfa,1
Konloch/bytecode-viewer,Konloch/bytecode-viewer,ankemp,1
MyCATApache/Mycat-Server,MyCATApache/Mycat-Server,messi18,1
languagetool-org/languagetool,languagetool-org/languagetool,OswaldLuc,1
ChrisRM/material-theme-jetbrains,ChrisRM/material-theme-jetbrains,marshmallowsyrup,1
jhalterman/failsafe,jhalterman/failsafe,Tembrel,1
eirslett/frontend-maven-plugin,eirslett/frontend-maven-plugin,lmbai,1
apache/hadoop,apache/hadoop,rgoers,1
undertow-io/undertow,undertow-io/undertow,undertow-pull-request,1
grpc/grpc-java,grpc/grpc-java,fzakaria,1
grpc/grpc-java,grpc/grpc-java,jhspaybar,1
lipangit/JiaoZiVideoPlayer,lipangit/JiaoZiVideoPlayer,Destiny01,1
iBotPeaches/Apktool,iBotPeaches/Apktool,Magendanz,1
alibaba/freeline,alibaba/freeline,cagezhao,1
querydsl/querydsl,querydsl/querydsl,Ziemowit,1
google/guava,google/guava,rombert,1
wix/react-native-navigation,wix/react-native-navigation,chrise86,1
web3j/web3j,web3j/web3j,littleredhat1997,1
lecho/hellocharts-android,lecho/hellocharts-android,Naresh-Katta,1
zo0r/react-native-push-notification,zo0r/react-native-push-notification,jacklj,1
eclipse/jetty.project,eclipse/jetty.project,stevenschlansker,1
google/guice,google/guice,slnowak,1
wix/react-native-navigation,wix/react-native-navigation,akmjenkins,1
medcl/elasticsearch-analysis-ik,medcl/elasticsearch-analysis-ik,M2shad0w,1
uber/AutoDispose,uber/AutoDispose,boymaster119,1
elastic/elasticsearch,elastic/elasticsearch,snowzach,1
siacs/Conversations,siacs/Conversations,jugendhacker,1
ReactiveX/RxJava,ReactiveX/RxJava,zhuruyi2013,1
Netflix/archaius,Netflix/archaius,ravikancherla,1
medcl/elasticsearch-analysis-ik,medcl/elasticsearch-analysis-ik,shenfl,1
FasterXML/jackson-databind,FasterXML/jackson-databind,vnktshp,1
hibernate/hibernate-orm,hibernate/hibernate-orm,barreiro,1
square/picasso,square/picasso,mhswtf,1
frohoff/ysoserial,frohoff/ysoserial,evilmiracle,1
apache/tomcat,apache/tomcat,asfgit,1
daimajia/AndroidImageSlider,daimajia/AndroidImageSlider,dickhfchan,1
flyway/flyway,flyway/flyway,davidkarlsen,1
lzyzsd/JsBridge,lzyzsd/JsBridge,dazeGitHub,1
