Source,Target,Weight
medcl/elasticsearch-analysis-ik,raiden2012,1
elastic/elasticsearch,jomarl,1
Justson/AgentWeb,main404,1
spring-projects/spring-boot,acdcjunior,1
iSoron/uhabits,morrel,1
react-native-community/react-native-camera,grantfwilkinson,1
android10/Android-CleanArchitecture,paramadharmika,1
SeleniumHQ/selenium,daweedz,1
square/leakcanary,tankorbox,1
zo0r/react-native-push-notification,Arnaslt,1
hibernate/hibernate-orm,MykhayloGnylorybov,1
chrisbanes/PhotoView,muthuraj57,1
mikepenz/FastAdapter,monishkamble,1
crazycodeboy/react-native-splash-screen,TsuryKnox,1
react-native-community/react-native-camera,mylestan,1
Netflix/zuul,stiyyagura,1
tronprotocol/java-tron,patthekenny,1
http-kit/http-kit,aiba,1
dropwizard/dropwizard,sabarivasan,1
MindorksOpenSource/android-interview-questions,p-v,1
zo0r/react-native-push-notification,calintamas,1
spring-cloud/spring-cloud-netflix,making,1
JodaOrg/joda-time,mrjink,1
yadav-rahul/TastyToast,feisher,1
wasabeef/glide-transformations,jaredsburrows,1
react-native-community/react-native-camera,ThomLaGreca,1
androidannotations/androidannotations,gustavotaveira,1
facebook/fresco,zhangzhen123,1
jenkinsci/jenkins,michaelneale,1
mongodb/mongo-java-driver,thiaguten,1
alibaba/druid,kpeng2016,1
ctripcorp/apollo,tonyDJB,1
tronprotocol/java-tron,zscole,1
zjw-swun/AppMethodOrder,Eklett,1
florent37/CameraFragment,bmbogdan,1
libgdx/libgdx,ryanastout,1
google/j2objc,adil-hussain-84,1
brettwooldridge/HikariCP,stepbeekio,1
jfoenixadmin/JFoenix,juril33t,1
junit-team/junit5,rschmitt,1
abel533/Mapper,biggirlo,1
aurelhubert/ahbottomnavigation,AdityaAnand1,1
zo0r/react-native-push-notification,wincod75,1
neo4j/neo4j,sephib,1
DrKLO/Telegram,Jhuff6,1
pili-engineering/PLDroidPlayer,AndroidChenLei,1
termux/termux-app,dg28gadhavi,1
react-native-community/react-native-camera,mytac,1
square/okhttp,sws1011,1
SeleniumHQ/selenium,balrajHostAnalytics,1
perwendel/spark,vladp,1
greenrobot/greenDAO,EnvySongtao,1
wix/react-native-navigation,esoterix202,1
apache/rocketmq,Ah39,1
spring-cloud/spring-cloud-netflix,soyoeml,1
SeleniumHQ/selenium,skyiea,1
arduino/Arduino,MattFryer,1
DuGuQiuBai/Java,codingLeexh,1
crate/crate,danjal,1
lettuce-io/lettuce-core,pujian1984,1
PhilJay/MPAndroidChart,kksingla,1
JetBrains/ideavim,lumie1337,1
Jasonchenlijian/FastBle,MisterBowie,1
apache/flink,rmetzger,1
swagger-api/swagger-core,mdzhigarov,1
spring-cloud/spring-cloud-netflix,Michael-Frank,1
lipangit/JiaoZiVideoPlayer,WooYu,1
geeeeeeeeek/WeChatLuckyMoney,ray26,1
PhilJay/MPAndroidChart,elf-zwolf,1
zo0r/react-native-push-notification,npomfret,1
XRecyclerView/XRecyclerView,androidzhouquan,1
spring-projects/spring-framework,imasahiro,1
prestodb/presto,zhenxiao,1
spring-cloud/spring-cloud-netflix,gbtec-ingogriebsch,1
bumptech/glide,Vigroid,1
guardianproject/haven,dsiddy,1
Tencent/tinker,Dpuntu,1
H07000223/FlycoTabLayout,WGwangguan,1
prestodb/presto,taoyouxian,1
sparklemotion/nokogiri,mbklein,1
powermock/powermock,hsynkrtl,1
yanzhenjie/AndPermission,ezfantasy,1
CymChad/BaseRecyclerViewAdapterHelper,RealMoMo,1
flyway/flyway,ppiastucki,1
tronprotocol/java-tron,oferze,1
bumptech/glide,Quireg,1
weibocom/motan,maregeo,1
scwang90/SmartRefreshLayout,zhuminjunivan,1
elastic/elasticsearch,joshyaugustine,1
Screetsec/TheFatRat,dakil3165,1
netty/netty,vkostyukov,1
apache/groovy,alexstajos,1
apache/groovy,jaikiran,1
googlesamples/easypermissions,Pinggo,1
SeleniumHQ/selenium,danielsaf,1
LuckSiege/PictureSelector,wuMaoTou,1
apache/storm,aqeelvn,1
Netflix/Hystrix,bsushant-athena,1
youth5201314/banner,MrDeclanCoder,1
alibaba/jstorm,20100507,1
iSoron/uhabits,SomMeri,1
facebook/fresco,khannasaransh,1
lipangit/JiaoZiVideoPlayer,Kharlos,1
eirslett/frontend-maven-plugin,wangchuanyin,1
hazelcast/hazelcast,hiyelbaz,1
davemorrissey/subsampling-scale-image-view,braydondavis,1
greenrobot/greenDAO,kpradeepkumarreddy,1
spring-projects/spring-boot,raphw,1
rest-assured/rest-assured,tedcasey,1
jOOQ/jOOQ,rossetti,1
sockeqwe/AdapterDelegates,OlegKan,1
elastic/elasticsearch,deppi,1
elastic/elasticsearch,robgil,1
Clans/FloatingActionButton,long1eu,1
skylot/jadx,Ilya-Gazman,1
evant/gradle-retrolambda,oliverhausler,1
zxing/zxing,damorus85,1
mybatis/mybatis-3,PumbaaZp,1
lingochamp/FileDownloader,yangxiaoyafly,1
rzwitserloot/lombok,NawaMan,1
spring-cloud/spring-cloud-netflix,arpitx165,1
TeamNewPipe/NewPipe,stil,1
elasticjob/elastic-job-lite,IcyLemon,1
neo4j/neo4j,eebus,1
aws/aws-sdk-java,ardias,1
facebook/react-native-fbsdk,jemise111,1
alamkanak/Android-Week-View,EvanCooper9,1
google/guava,mrts,1
nisrulz/sensey,javadVatan,1
web3j/web3j,codingEcho,1
elastic/elasticsearch,c84c,1
dropwizard/dropwizard,alexplischke,1
react-native-community/react-native-camera,greatdg,1
ityouknow/spring-cloud-examples,followyourheart0,1
json-path/JsonPath,nitsanw,1
EnterpriseQualityCoding/FizzBuzzEnterpriseEdition,fugithub,1
katzer/cordova-plugin-local-notifications,Yogeshjuya1993,1
apache/zeppelin,ArunMj,1
jeasonlzy/okhttp-OkGo,Ximano,1
termux/termux-app,vganyn,1
square/picasso,Diegitsen,1
bazelbuild/bazel,johnynek,1
LuckSiege/PictureSelector,jiashunjie,1
stfalcon-studio/ChatKit,bevzaanton,1
lipangit/JiaoZiVideoPlayer,gangqihong,1
SeleniumHQ/selenium,moiseshiraldo,1
SplashCodes/JAViewer,632212192,1
elastic/elasticsearch,gavenkoa,1
square/leakcanary,autonomousapps,1
xuxueli/xxl-job,Carl-Xiao,1
cryptomator/cryptomator,womotroll,1
react-native-community/react-native-svg,lepouya,1
ethereum/ethereumj,leo-zheng,1
bazelbuild/bazel,freme,1
scwang90/SmartRefreshLayout,guoyongxing,1
react-native-community/react-native-camera,kraffslol,1
alibaba/ARouter,x-chf,1
alibaba/fastjson,yakirChen,1
gyf-dev/ImmersionBar,invokerhaung,1
lzyzsd/JsBridge,xq598359628,1
SeleniumHQ/selenium,JyothiMurthy,1
gephi/gephi,stewartli,1
eclipse/che,karlsson82,1
arduino/Arduino,ldpgh,1
youth5201314/banner,guyulei,1
stfalcon-studio/ChatKit,satnamvision,1
sparklemotion/nokogiri,3rdmaths,1
MiguelCatalan/MaterialSearchView,soenkegissel,1
kabouzeid/Phonograph,Plastoquinone,1
antlr/antlr4,Braza,1
apache/incubator-skywalking,douwanglong,1
code4craft/webmagic,zhangleigang,1
react-native-community/react-native-video,kashifaliquazi,1
alibaba/druid,JackEggie,1
YoKeyword/Fragmentation,DuoLa512,1
apache/beam,sneurlax,1
apache/ignite,dwimsey,1
h2oai/h2o-3,poojavenkatram,1
elastic/elasticsearch,davidhesson,1
spring-projects/spring-boot,Blarne,1
spring-cloud/spring-cloud-netflix,Anthares,1
elastic/elasticsearch,hanbj,1
apache/kafka,simplesteph,1
immutables/immutables,chenrui333,1
ChrisRM/material-theme-jetbrains,yunussandikci,1
lipangit/JiaoZiVideoPlayer,OpenSourceMIUI,1
Teevity/ice,genevera,1
googlesamples/android-Camera2Basic,rarenivar,1
HoraApps/LeafPic,xxvixxy,1
chrisjenx/Calligraphy,uliluck,1
SeleniumHQ/selenium,nhammERA,1
dbeaver/dbeaver,Yanpas,1
alibaba/druid,samz406,1
JesusFreke/smali,trevorcobb,1
DylanVann/react-native-fast-image,EduardJS,1
openzipkin/zipkin,abesto,1
FasterXML/jackson-databind,ernestojpg,1
wix/react-native-navigation,mobitar,1
termux/termux-app,moneytoo,1
evernote/android-job,pranaysharma,1
wasabeef/glide-transformations,daesu,1
OpenTSDB/opentsdb,nch14,1
apache/ignite,dmitrievanthony,1
bumptech/glide,santhoshrao519,1
FasterXML/jackson-databind,Masquerade0097,1
Screetsec/TheFatRat,oyekanwahab,1
rzwitserloot/lombok,fabioformosa,1
eclipse/jetty.project,fdummert,1
codecentric/spring-boot-admin,anderius,1
eirslett/frontend-maven-plugin,mjagus,1
iBotPeaches/Apktool,SeekMyCosmic,1
scwang90/SmartRefreshLayout,JakeHao,1
apache/kafka,Bert-R,1
bumptech/glide,holoduke,1
dbeaver/dbeaver,jheinrich22,1
react-native-community/react-native-camera,lucasharada,1
crazycodeboy/react-native-splash-screen,AgNm,1
Curzibn/Luban,qhzzl,1
xetorthio/jedis,sunsuk7tp,1
rstudio/rstudio,kevinykuo,1
oracle/opengrok,dn2k-dev,1
objectbox/objectbox-java,rafakob,1
junit-team/junit5,sdeleuze,1
evrencoskun/TableView,nielsnl68,1
lipangit/JiaoZiVideoPlayer,zhuminjunivan,1
wix/react-native-navigation,bluetec,1
hazelcast/hazelcast,googlielmo,1
elastic/elasticsearch,philandrews-ixxus,1
SeleniumHQ/selenium,Bose27,1
web3j/web3j,bilthon,1
TeamNewPipe/NewPipe,p3lim,1
dbeaver/dbeaver,DuncanBeard,1
SeleniumHQ/selenium,RickChihu,1
prestodb/presto,shaojie1980,1
katzer/cordova-plugin-local-notifications,Tabassumbanu786,1
elastic/elasticsearch,jgq2008303393,1
spring-projects/spring-boot,avnishkumar,1
apache/beam,joe2016,1
react-native-community/react-native-camera,bhavyasruthi,1
FinalTeam/RxGalleryFinal,AlexZQS,1
netty/netty,AlexLaviolette,1
apache/lucene-solr,Mandalka,1
ben-manes/caffeine,gmazza,1
shuzheng/zheng,zhoushijin,1
siacs/Conversations,tbeitter,1
lzyzsd/JsBridge,happybang,1
signalapp/Signal-Android,Dyras,1
bazelbuild/bazel,fahhem,1
hazelcast/hazelcast,styjdt,1
katzer/cordova-plugin-local-notifications,scott1991,1
apache/ignite,AMashenkov,1
Justson/AgentWeb,edifangyi,1
FinalTeam/RxGalleryFinal,T-Merak,1
dbeaver/dbeaver,madcollectordev,1
jersey/jersey,CausticCoder,1
sparklemotion/nokogiri,JackMc,1
chrisbanes/PhotoView,SimonRolin,1
liyifeng1994/ssm,qiangzi123,1
LWJGL/lwjgl3,erikmartinessanches,1
mockito/mockito,arend-von-reinersdorff,1
JakeWharton/butterknife,Alexandre-saddour,1
AltBeacon/android-beacon-library,sa0l,1
SeleniumHQ/selenium,RoakyWood,1
Justson/AgentWeb,niufen2013,1
reactor/reactor-core,kamilgregorczyk,1
termux/termux-app,adricen,1
zhihu/Matisse,xia-weiyang,1
TechEmpower/FrameworkBenchmarks,mkurz,1
prestodb/presto,bill-warshaw,1
Graylog2/graylog2-server,ion-storm,1
r0adkll/Slidr,RomanTsekhmeistruk,1
react-native-community/react-native-video,EladBezalel,1
didi/VirtualAPK,juzzzzzzzzz,1
bumptech/glide,VolodymyrMachekhin,1
cryptomator/cryptomator,Michael-Linz,1
dbeaver/dbeaver,amarty76,1
donglua/PhotoPicker,zhangheng12345,1
Freeyourgadget/Gadgetbridge,joserebelo,1
spring-cloud/spring-cloud-netflix,andysworkshop,1
realm/realm-java,paldrian,1
javaparser/javaparser,markjohndoyle,1
CymChad/BaseRecyclerViewAdapterHelper,watermelonJun,1
abel533/Mapper,Yuxiao97,1
wix/react-native-navigation,cpilson,1
sherxon/AlgoDS,yunshuipiao,1
katzer/cordova-plugin-local-notifications,jmarginier,1
google/closure-compiler,supersteves,1
spockframework/spock,claudiocarcaci,1
alibaba/freeline,ding33211,1
OpenTSDB/opentsdb,manolama,1
SeleniumHQ/selenium,paladox,1
Screetsec/TheFatRat,sungod88,1
alibaba/freeline,faywong,1
elastic/elasticsearch,BigbigY,1
mybatis/mybatis-3,jonl-percsolutions-com,1
tronprotocol/java-tron,Namzhil,1
elastic/elasticsearch,wr0ngc0degen,1
bazelbuild/bazel,bcsgh,1
pmd/pmd,SupunArunoda,1
square/okhttp,cfsbhawkins,1
guardianproject/haven,augbog,1
florent37/ExpectAnim,florent37,1
elasticjob/elastic-job-lite,mychao,1
spring-projects/spring-boot,LukasSmrcka,1
spring-projects/spring-boot,bvulaj,1
querydsl/querydsl,wwalery,1
facebook/fresco,robinxb,1
ctripcorp/apollo,liushangxiao,1
google/google-authenticator,dlmiles,1
Graylog2/graylog2-server,ryanc,1
ThirtyDegreesRay/OpenHub,Rubylion,1
Teevity/ice,Juberstine,1
facebook/litho,dsyang,1
prontera/spring-cloud-rest-tcc,tanjianhui1979,1
Graylog2/graylog2-server,phspagiari,1
spring-projects/spring-boot,krudolph,1
mybatis/mybatis-3,crystalcyw,1
arduino/Arduino,fpistm,1
geeeeeeeeek/WeChatLuckyMoney,LDD123,1
cglib/cglib,quaff,1
Malinskiy/SuperRecyclerView,dilix,1
skylot/jadx,MAKTrend,1
guardianproject/haven,harlo,1
netty/netty,mossen,1
tronprotocol/java-tron,opuxilem-4055,1
apache/cordova-android,deton,1
redisson/redisson,miaozhiyan,1
signalapp/Signal-Android,deepdad,1
wix/react-native-navigation,BrunoVillanova,1
ethereum/ethereumj,weisheme,1
spring-projects/spring-boot,Sghazzawi,1
ThirtyDegreesRay/OpenHub,juqkai,1
oracle/graal,eregon,1
neo4j/neo4j,ecbftw,1
wix/react-native-navigation,eballeste,1
openhab/openhab1-addons,Pirx99,1
bumptech/glide,BenjaminZaiser,1
wix/react-native-navigation,nhohb07,1
react-native-community/react-native-video,ouabing,1
wix/react-native-navigation,stoerebink,1
JanusGraph/janusgraph,jahhulbert-ccri,1
hongyangAndroid/AndroidAutoLayout,StayZeal,1
eugenp/tutorials,JShadab,1
wasabeef/Blurry,MensObscura,1
crazycodeboy/react-native-splash-screen,Jun711,1
spring-projects/spring-boot,lesv,1
naver/pinpoint,sg-h,1
prestodb/presto,leoChaoGlut,1
react-native-community/react-native-svg,jd20,1
TooTallNate/Java-WebSocket,richdyang,1
swagger-api/swagger-core,m-radzikowski,1
facebook/fresco,kirwan,1
firebase/quickstart-android,hoanganhtuan95ptit,1
prolificinteractive/material-calendarview,erioana,1
alibaba/fastjson,kirkvicent,1
shuzheng/zheng,TOBACCOCN,1
spring-projects/spring-boot,idolice,1
chrisbanes/PhotoView,pandulapeter,1
alibaba/DataX,xiangwl527,1
DylanVann/react-native-fast-image,bitshadow,1
elastic/elasticsearch,markwalkom,1
JessYanCoding/ProgressManager,zhupengxiang,1
elastic/elasticsearch,mr-mos,1
MyCATApache/Mycat-Server,anniemmd,1
eclipse/che,loverdeg-ep,1
facebook/buck,mgrebenets,1
LuckSiege/PictureSelector,AbleZ,1
facebook/litho,marco-cova,1
springfox/springfox,Spentas,1
google/ExoPlayer,EvanHong1,1
apache/rocketmq,lizhanhui,1
vespa-engine/vespa,theseusyang,1
eugenp/tutorials,rockoder,1
apache/cordova-android,macdonst,1
SeleniumHQ/selenium,KharanKnight,1
alibaba/druid,maskleo,1
orientechnologies/orientdb,sboucard,1
dbeaver/dbeaver,dlsxd,1
airbnb/epoxy,wkranich,1
JeffLi1993/springboot-learning-example,Zephery,1
yanzhenjie/SwipeRecyclerView,callmenero,1
signalapp/Signal-Android,PiCob,1
dbeaver/dbeaver,ausiddiqui,1
bazelbuild/bazel,ashi009,1
katzer/cordova-plugin-local-notifications,Youtch,1
realm/realm-java,jpmcosta,1
neo4j/neo4j,izhangzhihao,1
thingsboard/thingsboard,alexvargasbenamburg,1
powermock/powermock,BurcuKalkan,1
wix/react-native-navigation,adamjacob,1
neo4j/neo4j,Seddryck,1
jenkinsci/jenkins,jezhalford,1
tronprotocol/java-tron,yamashi,1
wix/react-native-navigation,vovkasm,1
LuckSiege/PictureSelector,niehuaming,1
bazelbuild/bazel,EricCousineau-TRI,1
arduino/Arduino,Steve92169,1
HoraApps/LeafPic,sohampandya00,1
weibocom/motan,GeniusQ,1
thingsboard/thingsboard,MohamedSalahSayed,1
requery/requery,consp1racy,1
google/guava,j-white,1
alibaba/druid,enhon1992,1
wasabeef/Blurry,Laaidback,1
spring-cloud/spring-cloud-netflix,ayulit,1
react-native-community/react-native-svg,stefvw93,1
dropwizard/metrics,pechenoha,1
codecentric/spring-boot-admin,BETO-AlarmTILT,1
alibaba/druid,breakenknife,1
wix/react-native-navigation,OverVlad,1
jackpal/Android-Terminal-Emulator,AKFU,1
web3j/web3j,amyodov,1
alibaba/druid,yan124673729,1
springfox/springfox,artem-emelin,1
querydsl/querydsl,timdvail,1
springfox/springfox,gilgameshs,1
bumptech/glide,Vixb1122,1
b3log/symphony,SharksevenRo,1
CymChad/BaseRecyclerViewAdapterHelper,MapleDev,1
react-native-community/react-native-camera,kumarvish,1
SeleniumHQ/selenium,nstubi,1
google/ExoPlayer,yangchaojiang,1
facebook/buck,matthargett,1
amirzaidi/Launcher3,agungsugiarto,1
spring-projects/spring-boot,Alok86JavaPro,1
ReactiveX/RxJava,ArtemShaban,1
dbeaver/dbeaver,wthys,1
eugenp/tutorials,jinenkothari,1
skylot/jadx,bjzhou,1
lipangit/JiaoZiVideoPlayer,oztil,1
Netflix/eureka,svoeller99,1
bumptech/glide,mengshu,1
openzipkin/zipkin,michaelsembwever,1
sparklemotion/nokogiri,fredzy07,1
btraceio/btrace,yardus,1
rstudio/rstudio,ResourceX,1
confluentinc/ksql,miguno,1
elastic/elasticsearch,zachdyer,1
apache/flink,nielsbasjes,1
pili-engineering/PLDroidPlayer,MrHeping,1
undertow-io/undertow,frapex,1
WVector/AppUpdate,hezhipengzipp,1
yanzhenjie/Album,164738777,1
spring-projects/spring-boot,daniv,1
junit-team/junit5,christophsturm,1
linkedin/rest.li,dengpan-yin,1
LuckSiege/PictureSelector,jiangqingbo,1
square/picasso,BraisGabin,1
react-native-community/react-native-video,evanjmg,1
http-kit/http-kit,lungsi,1
alibaba/DataX,WenYixin,1
objectbox/objectbox-java,TonyNikolov,1
yanzhenjie/AndPermission,tabish075,1
ChrisRM/material-theme-jetbrains,wangqingnan,1
firebase/quickstart-android,thesurix,1
PhilJay/MPAndroidChart,davpardom,1
MinecraftForge/MinecraftForge,simon816,1
Graylog2/graylog2-server,nathanhruby,1
PhilJay/MPAndroidChart,yshrsmz,1
katzer/cordova-plugin-local-notifications,stefan1242,1
java8/Java8InAction,kanozad,1
arduino/Arduino,koenvdheuvel,1
DylanVann/react-native-fast-image,pine,1
ChrisRM/material-theme-jetbrains,xinkunZ,1
wix/react-native-navigation,LaurentLousky,1
react-native-community/react-native-camera,alexey-belous,1
spring-projects/spring-framework,aclement,1
PhilJay/MPAndroidChart,Moiragod,1
gyf-dev/ImmersionBar,qq171161636,1
dbeaver/dbeaver,PavolGanzarcik,1
spring-projects/spring-boot,singhania,1
yanzhenjie/AndPermission,pengfeigao,1
youth5201314/banner,djjackylei,1
zo0r/react-native-push-notification,karltaylor,1
tronprotocol/java-tron,drevie,1
nisrulz/sensey,nisrulz,1
TeamNewPipe/NewPipe,sm4rk0,1
bytedeco/javacpp,johanvos,1
elastic/elasticsearch,spalger,1
runelite/runelite,Bartvhelvert,1
google/ExoPlayer,emiliedancer,1
apache/zeppelin,Tagar,1
wyouflf/xUtils3,yanglin18810778879,1
wix/react-native-navigation,tkulpa,1
elastic/elasticsearch,bexx4444,1
dropwizard/dropwizard,brian-vosburgh,1
crazycodeboy/react-native-splash-screen,Symous,1
keycloak/keycloak,pdrozd,1
tomakehurst/wiremock,quirimmo,1
Justson/AgentWeb,leonsimple,1
arduino/Arduino,cousteaulecommandant,1
zo0r/react-native-push-notification,yshing,1
bazelbuild/bazel,jgavris,1
stanfordnlp/CoreNLP,pj-parag,1
google/gson,kashike,1
oblac/jodd,PascalSchumacher,1
spring-projects/spring-boot,vipin-prodevans,1
alibaba/fastjson,slankka,1
apache/zeppelin,lresende,1
wix/react-native-navigation,tolu360,1
skylot/jadx,buble01,1
elastic/elasticsearch,hgfischer,1
graphql-java/graphql-java,drewolson,1
SeleniumHQ/selenium,donaldpipowitch,1
daimajia/AndroidSwipeLayout,saprahits,1
openhab/openhab1-addons,Astrakan27,1
mcxiaoke/android-volley,ciamine,1
square/tape,JakeWharton,1
zo0r/react-native-push-notification,RobertStuff,1
hibernate/hibernate-orm,dannnnn,1
hongyangAndroid/FlowLayout,hjja1,1
spring-projects/spring-boot,Yona-Appletree,1
react-native-community/react-native-camera,tommynordli,1
code4craft/webmagic,TeemoJUN,1
facebook/fresco,tshradheya,1
react-native-community/react-native-svg,bennettrahn,1
google/auto,cpovirk,1
alibaba/DataX,obarong,1
alamkanak/Android-Week-View,nikolabozicbg,1
woxingxiao/BubbleSeekBar,bernaferrari,1
graphql-java/graphql-java,thangbqvng,1
orientechnologies/orientdb,xavier66,1
SeleniumHQ/selenium,venkatakumar,1
alibaba/fastjson,xkcoding,1
ragunathjawahar/android-saripaar,xrnd,1
Malinskiy/SuperRecyclerView,devbrevity,1
siacs/Conversations,silberzwiebel,1
CarGuo/GSYVideoPlayer,gaoshan12312,1
graphql-java/graphql-java,Edholm,1
apache/kafka,mariojunior,1
davemorrissey/subsampling-scale-image-view,DennyWeinberg,1
JakeWharton/butterknife,kvithayathil,1
bumptech/glide,JSpiner,1
topjohnwu/Magisk,pogo1975,1
bazelbuild/bazel,andyscott,1
spring-cloud/spring-cloud-netflix,wyzssw,1
cSploit/android,TheFreediver,1
spring-projects/spring-boot,agbottan,1
orientechnologies/orientdb,stefpe,1
elastic/elasticsearch,xgwu,1
requery/requery,bradynpoulsen,1
evernote/android-job,rpattabi,1
tronprotocol/java-tron,srowhani,1
chennaione/sugar,quensh93,1
mockito/mockito,Tibor17,1
mockito/mockito,kant,1
Qihoo360/RePlugin,gzgang,1
wix/react-native-navigation,habovh,1
bumptech/glide,raghunandankavi2010,1
apache/ignite,glukos,1
apache/kafka,reftel,1
apache/beam,yew1eb,1
PipelineAI/pipeline,dougzhang,1
rstudio/rstudio,analeighgui,1
prestodb/presto,ORBAT,1
google/ExoPlayer,akurni,1
react-native-community/react-native-camera,Cawfree,1
rengwuxian/MaterialEditText,siavashabdoli,1
alibaba/fastjson,yanzishang,1
redisson/redisson,mcacker,1
zhihu/Matisse,Nick-Cheung,1
DroidPluginTeam/DroidPlugin,rajeshzmoke,1
junit-team/junit5,paul-nelson-baker,1
grpc/grpc-java,thomas-silva,1
SeleniumHQ/selenium,MilanMasek,1
square/okhttp,ali-idrizi,1
rzwitserloot/lombok,Falochu,1
querydsl/querydsl,olivergierke,1
FasterXML/jackson-databind,hazeltroost,1
Curzibn/Luban,andyxialm,1
razerdp/BasePopup,Mr-PolarBear,1
google/ExoPlayer,chaichuanfa,1
Konloch/bytecode-viewer,ankemp,1
MyCATApache/Mycat-Server,messi18,1
languagetool-org/languagetool,OswaldLuc,1
ChrisRM/material-theme-jetbrains,marshmallowsyrup,1
jhalterman/failsafe,Tembrel,1
eirslett/frontend-maven-plugin,lmbai,1
apache/hadoop,rgoers,1
undertow-io/undertow,undertow-pull-request,1
grpc/grpc-java,fzakaria,1
grpc/grpc-java,jhspaybar,1
lipangit/JiaoZiVideoPlayer,Destiny01,1
iBotPeaches/Apktool,Magendanz,1
alibaba/freeline,cagezhao,1
querydsl/querydsl,Ziemowit,1
google/guava,rombert,1
wix/react-native-navigation,chrise86,1
web3j/web3j,littleredhat1997,1
lecho/hellocharts-android,Naresh-Katta,1
zo0r/react-native-push-notification,jacklj,1
eclipse/jetty.project,stevenschlansker,1
google/guice,slnowak,1
wix/react-native-navigation,akmjenkins,1
medcl/elasticsearch-analysis-ik,M2shad0w,1
uber/AutoDispose,boymaster119,1
elastic/elasticsearch,snowzach,1
siacs/Conversations,jugendhacker,1
ReactiveX/RxJava,zhuruyi2013,1
Netflix/archaius,ravikancherla,1
medcl/elasticsearch-analysis-ik,shenfl,1
FasterXML/jackson-databind,vnktshp,1
hibernate/hibernate-orm,barreiro,1
square/picasso,mhswtf,1
frohoff/ysoserial,evilmiracle,1
apache/tomcat,asfgit,1
daimajia/AndroidImageSlider,dickhfchan,1
flyway/flyway,davidkarlsen,1
lzyzsd/JsBridge,dazeGitHub,1
LuckSiege/PictureSelector,gufengpiaoyi,1
lzyzsd/JsBridge,NateLing,1
TheAlgorithms/Java,Rachana040,1
google/guava,grfield,1
rzwitserloot/lombok,nicoschl,1
moezbhatti/qksms,fredcooke,1
xuxueli/xxl-job,honhamn,1
azkaban/azkaban,r7raul1984,1
prestodb/presto,vbsoni,1
amirzaidi/Launcher3,dbesoli,1
mikepenz/FastAdapter,markic22,1
MinecraftForge/MinecraftForge,maxanier,1
apache/ignite,amirakhmedov,1
permissions-dispatcher/PermissionsDispatcher,nglauber,1
rstudio/rstudio,RMHogervorst,1
pili-engineering/PLDroidPlayer,LuoChen-Hao,1
google/ExoPlayer,vikas3121,1
MyCATApache/Mycat-Server,yidazhi,1
eugenp/tutorials,hugosama1,1
spring-projects/spring-petclinic,josepharuja,1
zhihu/Matisse,fenyh,1
JakeWharton/RxRelay,Zhuinden,1
spring-cloud/spring-cloud-netflix,rushme1,1
spotify/helios,mattnworb,1
tronprotocol/java-tron,kehao95,1
Netflix/eureka,GhaTMA,1
apache/flink,walterddr,1
wix/react-native-navigation,Loivado,1
react-native-community/react-native-svg,natasha-robarge,1
react-native-community/react-native-camera,RZulfikri,1
libgdx/libgdx,JasonMacKeigan,1
ReactiveX/RxJava,sunshinfight,1
googlesamples/easypermissions,Zhelyazko,1
vavr-io/vavr,briangoetz,1
nostra13/Android-Universal-Image-Loader,kachroudi-Nedra,1
greenrobot/greenDAO,abduldblogger,1
square/retrofit,kachroudi-Nedra,1
tomakehurst/wiremock,FranBisquerra,1
react-native-community/react-native-svg,nishantxeno,1
elastic/elasticsearch,zicklag,1
arcadefire/nice-spinner,khoaivn,1
testcontainers/testcontainers-java,louisburton,1
elastic/elasticsearch,jughead,1
bumptech/glide,MarsDemon,1
tomakehurst/wiremock,darkmuse,1
umano/AndroidSlidingUpPanel,mobilegeekkk,1
TeamNewPipe/NewPipe,REDGuineaPig,1
hackware1993/MagicIndicator,KylinTian,1
SeleniumHQ/selenium,zouzhenglu,1
sparklemotion/nokogiri,satnami,1
liyifeng1994/ssm,Josnform,1
TheAlgorithms/Java,Aftaab99,1
ximsfei/Android-skin-support,YummyLau,1
evernote/android-job,zTrap,1
react-native-community/react-native-camera,owenzip,1
apache/zookeeper,skamille,1
realm/realm-java,gustavodbs,1
guoguibing/librec,JasmineXun,1
TechEmpower/FrameworkBenchmarks,sdogruyol,1
TechEmpower/FrameworkBenchmarks,knewmanTE,1
perwendel/spark,coyotesqrl,1
fanrunqi/MaterialLogin,xhml,1
tomakehurst/wiremock,avanderveen,1
springfox/springfox,RainbowSYL,1
socketio/socket.io-client-java,VyshuRaj,1
mockito/mockito,mihbor,1
davideas/FlexibleAdapter,Katlaped,1
spring-projects/spring-framework,marknorkin,1
h2oai/h2o-3,yaozhang2016,1
redisson/redisson,walleiptXX,1
CrawlScript/WebCollector,Rayn-liuwei,1
aosp-mirror/platform_frameworks_base,ostadmohamad,1
googlesamples/android-Camera2Basic,bobeo,1
Netflix/Hystrix,sanjibpramanick,1
sohutv/cachecloud,csspark,1
square/okhttp,DanielCharczynski,1
SeleniumHQ/selenium,sveinn,1
MyCATApache/Mycat-Server,blademainer,1
brettwooldridge/HikariCP,Anonymous12356,1
Justson/AgentWeb,nanfeifei,1
tomakehurst/wiremock,edamyanov,1
skylot/jadx,allight,1
ethereum/ethereumj,gabhi,1
eugenp/tutorials,malagupta,1
dbeaver/dbeaver,pprossi,1
Graylog2/graylog2-server,yves-vogl,1
