Source,Target,Weight
spring-cloud/spring-cloud-netflix,yngwietiger,3
react-native-community/react-native-camera,adhenrique,3
prestodb/presto,kripakaranj,3
wix/react-native-navigation,flavio-dev,3
Bigkoo/Android-PickerView,cancanw,3
objectbox/objectbox-java,OneCivilization,3
woxingxiao/BubbleSeekBar,YouheiLee,3
apache/ignite,irudyak,3
thingsboard/thingsboard,dmytro-landiak,3
floragunncom/search-guard,dorony,3
JakeWharton/butterknife,raviagarwal7,3
CymChad/BaseRecyclerViewAdapterHelper,qianzhihe86,3
JodaOrg/joda-time,zimnyx,3
HoraApps/LeafPic,AmrishJhaveri,3
Blankj/AndroidUtilCode,amirjun32,3
googlesamples/easypermissions,googlebot,3
apache/hadoop,xulongzhe,3
wasabeef/glide-transformations,AndroidDeveloperLB,3
netty/netty,litangyu,3
jOOQ/jOOQ,ziliangpeng,3
Graylog2/graylog2-server,razvanphp,3
SeleniumHQ/selenium,Debanjan-B,3
rstudio/rstudio,marcbeldata,3
zaproxy/zaproxy,atamboli,3
prestodb/presto,ArturGajowy,3
spring-projects/spring-framework,fmcejudo,3
realm/realm-java,DanChaltiel,3
google/ExoPlayer,Avetri,3
deeplearning4j/deeplearning4j,marco82ger,3
wix/react-native-navigation,flikQ,3
react-native-community/react-native-video,alejandrorangel,3
prestodb/presto,jbeluch,3
facebook/fresco,eaggle,3
rstudio/rstudio,Alexander-Wilms,3
tronprotocol/java-tron,asim247,3
crazyandcoder/citypicker,LouisShark,3
testcontainers/testcontainers-java,bduisenov,3
sockeqwe/mosby,chennyshan,3
aws/aws-sdk-java,paksv,3
elastic/elasticsearch,david206,3
powermock/powermock,StuAtGit,3
swagger-api/swagger-core,stiancognite,3
hs-web/hsweb-framework,vigorous,3
springfox/springfox,GoudGopichand,3
zaproxy/zaproxy,binarymist,3
openhab/openhab1-addons,antoine-l,3
openhab/openhab1-addons,Confectrician,3
antlr/antlr4,parrt,3
rstudio/rstudio,tungmilan,3
SeleniumHQ/selenium,HthSolid,3
elastic/elasticsearch,lcawl,3
realm/realm-java,drakeowen,3
JessYanCoding/MVPArms,passin95,3
wix/react-native-navigation,ashleydw,3
realm/realm-java,VenomVendor,3
lipangit/JiaoZiVideoPlayer,ntrer,3
apache/zeppelin,Evaneaston,3
dbeaver/dbeaver,jest,3
swagger-api/swagger-core,sebawagner,3
facebook/buck,jsgf,3
JessYanCoding/MVPArms,yedajiang44,3
arduino/Arduino,henriksod,3
eclipse/che,wuyurong,3
pmd/pmd,johnjiabinzhang,3
prolificinteractive/material-calendarview,nicbell,3
TeamNewPipe/NewPipe,drfunkencluck,3
thingsboard/thingsboard,Viswanath95,3
aosp-mirror/platform_frameworks_base,LouisCAD,3
runelite/runelite,matthewpetch,3
spring-cloud/spring-cloud-netflix,szpigielm,3
hibernate/hibernate-orm,simeonmalchev,3
spring-projects/spring-data-examples,pivotal-issuemaster,3
zhihu/Matisse,cjhandroid,3
TechEmpower/FrameworkBenchmarks,joanhey,3
MinecraftForge/MinecraftForge,raoulvdberge,3
mockito/mockito,r-smirnov,3
ReactiveX/RxJava,tevjef,3
javaparser/javaparser,httpdigest,3
vert-x3/vertx-examples,pmlopes,3
spring-projects/spring-boot,bsideup,3
junit-team/junit5,JLLeitschuh,3
google/ExoPlayer,ba-a,3
MinecraftForge/MinecraftForge,Choonster,3
spring-projects/spring-boot,m-van-tilburg,3
Freeyourgadget/Gadgetbridge,janos-pd,3
wix/react-native-navigation,tiempham,3
apache/kafka,rnpridgeon,3
elastic/elasticsearch,karmi,3
elastic/elasticsearch,yehosef,3
apache/incubator-skywalking,cyberdak,3
evernote/android-job,JairAviles,3
spring-projects/spring-boot,olivergierke,3
pili-engineering/PLDroidPlayer,dazhiyu,3
google/ExoPlayer,OfekAshkenazi,3
jenkinsci/jenkins,bou1der,3
elastic/elasticsearch,JasonVann,3
gocd/gocd,markhibberd,3
MinecraftForge/MinecraftForge,loordgek,3
thingsboard/thingsboard,kimoudev,3
DylanVann/react-native-fast-image,n1ru4l,3
confluentinc/ksql,joel-hamill,3
JakeWharton/timber,tasomaniac,3
Blankj/AndroidUtilCode,xubo5200,3
MinecraftForge/MinecraftForge,Waterpicker,3
cymcsg/UltimateRecyclerView,mohammadaminha,3
bazelbuild/bazel,trevorsummerssmith,3
eugenp/tutorials,pratishthacc,3
prolificinteractive/material-calendarview,enderkoca,3
hankcs/HanLP,jimmy-walker,3
skylot/jadx,Solain,3
google/ExoPlayer,anonym24,3
thingsboard/thingsboard,eykamp,3
gocd/gocd,DavidWylie,3
Netflix/eureka,jebeaudet,3
apache/flink,elbaulp,3
gocd/gocd,JorritSalverda,3
deeplearning4j/deeplearning4j,mustafasari,3
shwenzhang/AndResGuard,GitACDreamer,3
mikepenz/AboutLibraries,EmmanuelMess,3
google/j2objc,wdxxl,3
google/guava,jrtom,3
alibaba/atlas,xfront,3
eugenp/tutorials,abirkhan04,3
facebook/buck,nemith,3
google/guice,kashike,3
careercup/CtCI-6th-Edition,ankitsorathiya,3
elastic/elasticsearch,pickypg,3
bazelbuild/bazel,treuherz,3
oblac/jodd,bentolor,3
querydsl/querydsl,natros,3
tomakehurst/wiremock,HelloXiaoHe,3
react-native-community/react-native-camera,Rawphs,3
alibaba/fastjson,phywhm,3
CarGuo/GSYVideoPlayer,Leu-Z,3
react-native-community/react-native-svg,dwilt,3
zo0r/react-native-push-notification,vishalmanohar,3
square/moshi,LouisCAD,3
keycloak/keycloak,m-wcislo,3
neo4j/neo4j,thefliik,3
siacs/Conversations,SoyaLeaf,3
dbeaver/dbeaver,beonit,3
ReactiveX/RxJava,pli2014,3
lets-blade/blade,dongm2ez,3
alibaba/atlas,huaf22,3
square/okhttp,jokermonn,3
dropwizard/dropwizard,novaterata,3
SonarSource/sonarqube,henryju,3
apache/kafka,smccauliff,3
web3j/web3j,karthikprasad13,3
react-native-community/react-native-svg,Softrabbit-de,3
MinecraftForge/MinecraftForge,p455w0rd,3
thingsboard/thingsboard,anbha,3
bytedeco/javacv,mizhoux,3
neo4j/neo4j,szarnyasg,3
youth5201314/banner,AppUU,3
swagger-api/swagger-core,ilgrosso,3
spring-projects/spring-boot,marccollin,3
vespa-engine/vespa,MJPIPER99,3
rstudio/rstudio,XiangyunHuang,3
crazycodeboy/react-native-splash-screen,1c7,3
CymChad/BaseRecyclerViewAdapterHelper,blankfu,3
objectbox/objectbox-java,livotov,3
bumptech/glide,bernaferrari,2
bumptech/glide,androsathish,2
weibocom/motan,lexburner,2
airbnb/epoxy,geralt-encore,2
trello/RxLifecycle,dlew,2
facebook/fresco,sivaraam,2
CymChad/BaseRecyclerViewAdapterHelper,XiongKe94,2
alibaba/freeline,xuhuan,2
jfoenixadmin/JFoenix,skmedix,2
bazelbuild/bazel,yurivict,2
lets-blade/blade,HuRuWo,2
sparklemotion/nokogiri,fandyd,2
bigbluebutton/bigbluebutton,jfsiebel,2
apache/ignite,mcherkasov,2
evrencoskun/TableView,nematzadehsppc,2
rzwitserloot/lombok,yu120,2
yanzhenjie/SwipeRecyclerView,jalin520,2
spring-projects/spring-boot,diesieben07,2
elastic/elasticsearch,centic9,2
rstudio/rstudio,Robinlovelace,2
guardianproject/haven,PelicanMaster,2
deeplearning4j/deeplearning4j,GrgrLmml,2
androidannotations/androidannotations,dodgex,2
web3j/web3j,ADifferentChenYun,2
react-native-community/react-native-camera,DevarakondaV,2
eclipse/jetty.project,ckiosidis,2
SeleniumHQ/selenium,diemol,2
react-native-community/react-native-camera,tsubery,2
wix/react-native-navigation,skipsuva,2
bumptech/glide,giacomodeglinnocenti,2
yipianfengye/android-zxingLibrary,ThreeHands,2
kickstarter/android-oss,talaris,2
grpc/grpc-java,shevek,2
square/okhttp,NightlyNexus,2
google/ExoPlayer,janeriksamsonsen,2
jOOQ/jOOQ,scranen,2
apereo/cas,sbearcsiro,2
CymChad/BaseRecyclerViewAdapterHelper,yy-Kevin,2
spring-cloud/spring-cloud-netflix,Yenchu,2
wix/react-native-navigation,rcpfuchs,2
apache/kafka,radai-rosenblatt,2
openhab/openhab1-addons,ypaindaveine,2
googlesamples/easypermissions,b95505017,2
openzipkin/zipkin,eirslett,2
cglib/cglib,Nitinvermaa,2
ReactiveX/RxJava,dimsuz,2
daimajia/AndroidImageSlider,MoaazElneshawy,2
naver/pinpoint,geekMessi,2
apache/groovy,avafanasiev,2
YoKeyword/Fragmentation,devxj,2
vavr-io/vavr,lukaseder,2
elastic/elasticsearch,antonydandrea,2
Nightonke/BoomMenu,EricSzla,2
Netflix/eureka,sangyuruo,2
eugenp/tutorials,andrea-ligios,2
google/ExoPlayer,green-nick,2
amirzaidi/Launcher3,msahil432,2
netty/netty,hepin1989,2
apereo/cas,daramos,2
googlemaps/android-maps-utils,marconealberto,2
json-path/JsonPath,kcrimson,2
spring-cloud/spring-cloud-netflix,dsyer,2
apache/kafka,kamilszymanski,2
bumptech/glide,nimrodbens,2
react-native-community/react-native-svg,pravinraut809,2
ChrisRM/material-theme-jetbrains,brentmulligan,2
NanoHttpd/nanohttpd,arjunmenon,2
jeasonlzy/NineGridView,renhuan2015,2
bumptech/glide,gram7gram,2
react-native-community/react-native-camera,rizalmalik0,2
rzwitserloot/lombok,chonton,2
Jasonchenlijian/FastBle,zaoyilikai,2
alibaba/DataX,windcaller31,2
cglib/cglib,jhoeller,2
web3j/web3j,allquantor,2
tronprotocol/java-tron,ryukato,2
wix/react-native-navigation,frankenthumbs,2
iSoron/uhabits,AeliusSaionji,2
guardianproject/haven,FREEWING-JP,2
springfox/springfox,DemianTinkiel,2
amirzaidi/Launcher3,Mazda--,2
arduino/Arduino,william-s-owen,2
apache/ignite,techbysample,2
yasserg/crawler4j,swapnilsm,2
crazycodeboy/react-native-splash-screen,CaviaTheGuineaPig,2
seven332/EhViewer,InkCoal,2
FinalTeam/RxGalleryFinal,sheep0704,2
json-path/JsonPath,threesunshin,2
elasticjob/elastic-job-lite,kevinye1227,2
cryptomator/cryptomator,anfgomezmo,2
bigbluebutton/bigbluebutton,oliver-74,2
xuxueli/xxl-job,xbeginagain,2
react-native-community/react-native-camera,lynkxyz,2
JoanZapata/android-iconify,bdevereaux,2
tronprotocol/java-tron,Didier13690,2
elastic/elasticsearch,sfalquier,2
spring-cloud/spring-cloud-netflix,tjuchniewicz,2
apache/zookeeper,asdf2014,2
objectbox/objectbox-java,chiara-jm,2
square/retrofit,technoir3,2
dbeaver/dbeaver,titou10titou10,2
MinecraftForge/MinecraftForge,fscan,2
apache/ignite,alexzaitzev,2
CymChad/BaseRecyclerViewAdapterHelper,isllyend,2
ThirtyDegreesRay/OpenHub,MaiLunJiye,2
vavr-io/vavr,rkraneis,2
apache/flink,eskabetxe,2
eclipse/che,halaszlo,2
grpc/grpc-java,SeriousMa,2
Qihoo360/RePlugin,zhmcoder,2
dbeaver/dbeaver,p91paul,2
termux/termux-app,liuchang0920,2
realm/realm-java,Armenm,2
medcl/elasticsearch-analysis-ik,majxbear,2
termux/termux-app,kanreki,2
ZHENFENG13/My-Blog,ZHENFENG13,2
facebook/buck,dreiss,2
javaparser/javaparser,DeepSnowNeeL,2
SeleniumHQ/selenium,LiHaoTan,2
gitpitch/gitpitch,cracker0dks,2
rstudio/rstudio,cuttlefish44,2
eugenp/tutorials,viniciuscarneiro,2
react-native-community/react-native-svg,hwangjr,2
react-native-community/react-native-svg,anonrig,2
apache/ignite,sergey-chugunov-1985,2
Malinskiy/SuperRecyclerView,kimnamcham,2
google/closure-compiler,dtruffaut,2
spring-projects/spring-boot,mctdi,2
termux/termux-app,trygveaa,2
Justson/AgentWeb,changshuai7,2
bumptech/glide,tekinarslan,2
ReactiveX/RxJava,gabrielhuff,2
prontera/spring-cloud-rest-tcc,narci2010,2
iammert/ScalingLayout,iammert,2
googlemaps/android-maps-utils,frankkienl,2
gocd/gocd,naveenbhaskar,2
Freeyourgadget/Gadgetbridge,trigrab,2
spring-projects/spring-boot,retrogod,2
springfox/springfox,zigterman,2
spring-cloud/spring-cloud-netflix,habbo656,2
bumptech/glide,ParkerK,2
mrniko/netty-socketio,waterforce1205,2
alamkanak/Android-Week-View,droidstered,2
lingochamp/FileDownloader,1525685999,2
thingsboard/thingsboard,jetinder20,2
FasterXML/jackson-databind,DKumars,2
zhihu/Matisse,mymbrooks,2
spring-projects/spring-framework,izeye,2
facebook/fresco,datnt1987,2
apache/hive,johannes-altiscale,2
elastic/elasticsearch,aslamy,2
apache/ignite,isapego,2
spring-projects/spring-boot,vcsampaio,2
guardianproject/haven,conorsch,2
eclipse/che,crfcarlos,2
youth5201314/banner,swt930,2
lipangit/JiaoZiVideoPlayer,Greathfs,2
wix/react-native-navigation,DazChong,2
apache/ignite,zaleslaw,2
katzer/cordova-plugin-local-notifications,Jatapiaro,2
googlesamples/google-services,Adityavns,2
yanzhenjie/Album,yanzhenjie,2
oracle/opengrok,ChristopheBordieu,2
zouzg/mybatis-generator-gui,g-wangtao,2
brettwooldridge/HikariCP,feinstein,2
CymChad/BaseRecyclerViewAdapterHelper,Hhcoco,2
react-native-community/react-native-video,poberwong,2
mikepenz/MaterialDrawer,Cilenco,2
h2oai/h2o-3,gvshankar,2
TeamNewPipe/NewPipe,Skrell,2
redisson/redisson,gzeskas,2
MinecraftForge/MinecraftForge,MrCrayfish,2
neo4j/neo4j,petraselmer,2
web3j/web3j,kiingGma,2
TechEmpower/FrameworkBenchmarks,flip111,2
prestodb/presto,qqibrow,2
futuresimple/android-floating-action-button,alorma,2
CarGuo/GSYVideoPlayer,king19910525,2
bazelbuild/bazel,or-shachar,2
spring-cloud/spring-cloud-netflix,snicoll,2
xuxueli/xxl-job,carvendy,2
facebook/buck,erhu,2
square/picasso,qxmwrr,2
Tencent/tinker,dotcink,2
katzer/cordova-plugin-local-notifications,soimthe1,2
asLody/VirtualApp,alivelimeli,2
netty/netty,Lukasa,2
swagger-api/swagger-core,johnlcox,2
google/auto,sebright,2
bazelbuild/bazel,yuanzhedong,2
mockito/mockito,adamvoss,2
mikepenz/FastAdapter,FelixMittermeier,2
spring-projects/spring-boot,cosmingodeanu,2
requery/requery,masc3d,2
shuzheng/zheng,Doodlister,2
weibocom/motan,konglz,2
json-path/JsonPath,KowalczykBartek,2
wix/react-native-navigation,sergey-cheperis,2
rstudio/rstudio,abbatidanilo,2
elastic/elasticsearch,ron-totango,2
tronprotocol/java-tron,suiginsoft,2
netty/netty,Zhangjk2012,2
TeamNewPipe/NewPipe,nijel,2
davemorrissey/subsampling-scale-image-view,naguchennai,2
evernote/android-job,dirkam,2
pmd/pmd,varunu28,2
eclipse/jetty.project,Pratibha24,2
immutables/immutables,matt-isaman,2
rstudio/rstudio,chingoduc,2
elastic/elasticsearch,wang0109,2
rest-assured/rest-assured,sumit-global,2
zo0r/react-native-push-notification,hugoh1995,2
eclipse/jetty.project,AjithAnbu,2
spring-cloud/spring-cloud-netflix,jebeaudet,2
go-lang-plugin-org/go-lang-idea-plugin,ahmetturkmen,2
apache/rocketmq,fucongchan,2
tronprotocol/java-tron,tronfoundation,2
TechEmpower/FrameworkBenchmarks,cy6erGn0m,2
katzer/cordova-plugin-local-notifications,rsalvignac,2
apache/kylin,link3280,2
kabouzeid/Phonograph,nick-orton,2
Graylog2/graylog2-server,jasonkeller,2
eugenp/tutorials,ocheja,2
ChrisRM/material-theme-jetbrains,Simek,2
moezbhatti/qksms,budulinek,2
rstudio/rstudio,jinlin82,2
ReactiveX/RxAndroid,JSpiner,2
react-native-community/react-native-camera,JordiGoPython,2
SplashCodes/JAViewer,1357209470,2
realm/realm-java,koukoucai,2
chanjarster/weixin-java-tools,binarywang,2
iBotPeaches/Apktool,MineEric64,2
springfox/springfox,batizhao,2
Nightonke/BoomMenu,smoochiee,2
rzwitserloot/lombok,mtrevisan,2
YoKeyword/Fragmentation,yuanshenbin,2
Graylog2/graylog2-server,davama,2
TechEmpower/FrameworkBenchmarks,codylerum,2
eugenp/tutorials,shreyasht,2
zouzg/mybatis-generator-gui,JokingLove,2
alibaba/canal,JoyJava,2
neo4j/neo4j,alastai,2
gocd/gocd,predatorian3,2
abel533/Mapper,jwang0512,2
react-native-community/react-native-camera,afilp,2
CarGuo/GSYVideoPlayer,chengzhijun0706,2
katzer/cordova-plugin-local-notifications,msolovyov,2
spring-projects/spring-boot,shakuzen,2
Microsoft/malmo,DaveyBiggers,2
bytedeco/javacv,Z-COL,2
guardianproject/haven,E3V3A,2
azkaban/azkaban,juhoautio,2
bluelinelabs/Conductor,triadium,2
google/gson,anirudhramanan,2
objectbox/objectbox-java,JohannesDev,2
googlesamples/easypermissions,saran2020,2
alibaba/druid,banrisun,2
flyway/flyway,carlosjourdan,2
apache/kafka,terry19850829,2
square/retrofit,twaddington,2
google/closure-compiler,pauldraper,2
nostra13/Android-Universal-Image-Loader,spaul13,2
apache/ignite,macrergate,2
apache/lucene-solr,nsoft,2
eclipse/jetty.project,IvoLimmen,2
netty/netty,zpencer,2
elastic/elasticsearch,simlu,2
SeleniumHQ/selenium,hmchaitra,2
dropwizard/metrics,arkigabor,2
realm/realm-java,eGorets,2
Bigkoo/Android-PickerView,zhupengxiang,2
eclipse/jetty.project,wzl12300,2
react-native-community/react-native-blur,lpb006,2
google/ExoPlayer,tangmingscau,2
apache/ignite,AlexeyRokhin,2
FasterXML/jackson-databind,pmihalcin,2
apache/ignite,dolphin1414,2
processing/processing,RectangleWorld,2
grpc/grpc-java,markdroth,2
JessYanCoding/MVPArms,JamesIsTheMan,2
arduino/Arduino,jmusta,2
alibaba/canal,jinxiaoxin,2
reactor/reactor-core,hepin1989,2
alibaba/fastjson,qinshenghechu,2
eclipse/jetty.project,markkolich,2
katzer/cordova-plugin-local-notifications,pitAlex,2
chrisbanes/PhotoView,Jawnnypoo,2
CarGuo/GSYVideoPlayer,askskysun,2
spring-projects/spring-framework,sbrannen,2
react-native-community/react-native-camera,AkshayKomarla,2
lets-blade/blade,ccqy66,2
crate/crate,SneakyMax,2
ReactiveX/RxJava,neworld,2
ityouknow/spring-cloud-examples,unicomliulei,2
googlesamples/android-testing,tiembo,2
daimajia/AndroidSwipeLayout,Zhuinden,2
zaproxy/zaproxy,testerrrrrr,2
objectbox/objectbox-java,aarajput,2
alamkanak/Android-Week-View,jamesevickery,2
bluelinelabs/Conductor,1gravity,2
bm-x/PhotoView,bm-x,2
katzer/cordova-plugin-local-notifications,rapoell,2
guardianproject/haven,WangQiru,2
LuckSiege/PictureSelector,hegelsu,2
spring-projects/spring-boot,gianpaolodn,2
zo0r/react-native-push-notification,eddnav,2
wix/react-native-navigation,Brunoalcau,2
grpc/grpc-java,ZedYu,2
DylanVann/react-native-fast-image,joecaraccio,2
MyCATApache/Mycat-Server,zwyqz,2
antlr/antlr4,johndpope,2
spring-projects/spring-framework,mrmaus,2
elastic/elasticsearch,dingminyi,2
geeeeeeeeek/WeChatLuckyMoney,shanghongshen001,2
zo0r/react-native-push-notification,supercamilo,2
eugenp/tutorials,denis-zhdanov,2
wix/react-native-navigation,alvaromb,2
TeamNewPipe/NewPipe,Poomex,2
TooTallNate/Java-WebSocket,Tonacatecuhtli,2
react-native-community/react-native-camera,VrajSolanki,2
elastic/elasticsearch,bkazez,2
spring-projects/spring-boot,medzeus2,2
mybatis/spring-boot-starter,kazuki43zoo,2
google/guice,netdpb,2
mikepenz/MaterialDrawer,hiyam97,2
AsyncHttpClient/async-http-client,daemas,2
rzwitserloot/lombok,tudvari,2
LMAX-Exchange/disruptor,cutterpoint,2
arduino/Arduino,jandrassy,2
alibaba/DataX,huakl,2
pwittchen/ReactiveNetwork,codecov-io,2
redisson/redisson,waseemahmad,2
thingsboard/thingsboard,danishiqbal-11,2
lygttpod/SuperTextView,booldplx,2
DroidPluginTeam/DroidPlugin,dustookk,2
oblac/jodd,pmouawad,2
aws/aws-sdk-java,flound1129,2
aws/aws-sdk-java,clintoncampbell,2
wix/react-native-navigation,DavidCMurphy,2
hyb1996/Auto.js,agreatwang,2
rabbitmq/rabbitmq-tutorials,getong,2
Screetsec/TheFatRat,jagathrajah,2
react-native-community/react-native-camera,efstathiosntonas,2
hazelcast/hazelcast,neilstevenson,2
johncarl81/parceler,worldsnas,2
dbeaver/dbeaver,hernandev,2
cglib/cglib,joel-costigliola,2
brettwooldridge/HikariCP,mihhail-lapushkin,2
objectbox/objectbox-java,mitjakoren,2
JesusFreke/smali,JesusFreke,2
web3j/web3j,berlinguyinca,2
rengwuxian/RxJavaSamples,prohan-git,2
yhaolpz/FloatWindow,ujffdi,2
react-native-community/react-native-camera,ashishrokr,2
medcl/elasticsearch-analysis-ik,Newman1,2
jOOQ/jOOQ,jdimeo,2
youth5201314/banner,ufbeans,2
netty/netty,fredericBregier,2
SeleniumHQ/selenium,nddipiazza,2
spring-projects/spring-boot,steff1193,2
apache/hadoop,gerashegalov,2
spring-projects/spring-boot,bemonovoid,2
google/ExoPlayer,ycinfinity,2
wix/react-native-navigation,joaoroque,2
PhilJay/MPAndroidChart,diareuse,2
square/picasso,s1mar,2
TeamNewPipe/NewPipe,felixgonsug,2
TechEmpower/FrameworkBenchmarks,javiereguiluz,2
MinecraftForge/MinecraftForge,rubensworks,2
bazelbuild/bazel,brendandouglas,2
springfox/springfox,igorko,2
zhihu/Matisse,walkthehorizon,2
zhihu/Matisse,StuStirling,2
elastic/elasticsearch,moljac024,2
Netflix/archaius,elandau,2
alibaba/druid,youyinnn,2
seven332/EhViewer,HybridGlucose,2
wequick/Small,wo327808864,2
MyCATApache/Mycat-Server,zhangzhangy,2
orientechnologies/orientdb,ShakAttacked,2
lettuce-io/lettuce-core,mmostov,2
LitePalFramework/LitePal,csbz17027,2
elastic/elasticsearch,motherhubbard,2
wix/react-native-navigation,MiLeung,2
redisson/redisson,l0co,2
Netflix/Hystrix,valdar,2
eirslett/frontend-maven-plugin,eirslett,2
SeleniumHQ/selenium,darxis,2
gyf-dev/ImmersionBar,nxd6521071,2
DroidPluginTeam/DroidPlugin,jamin918,2
scwang90/SmartRefreshLayout,q805699513,2
amirzaidi/Launcher3,mlleemiles,2
javaee-samples/javaee7-samples,albfernandez,2
javaparser/javaparser,Sigurthorb,2
web3j/web3j,dominic-healid,2
topjohnwu/Magisk,shakalaca,2
socketio/socket.io-client-java,questionpython,2
alibaba/fastjson,ren-liang,2
processing/processing,chrisjj,2
bazelbuild/bazel,ensonic,2
rstudio/rstudio,datamole,2
square/retrofit,jingpeng,2
springfox/springfox,deblockt,2
alibaba/druid,agnees,2
bumptech/glide,kirich1409,2
facebook/buck,linzhp,2
jersey/jersey,pangguoming,2
pagehelper/Mybatis-PageHelper,zhishengzhang,2
h2oai/h2o-3,Tagar,2
tronprotocol/java-tron,nesttle,2
aws/aws-sdk-java,nidhiwalkover,2
dbeaver/dbeaver,danhanly,2
realm/realm-java,willf80,2
skylot/jadx,MrXionGe,2
azkaban/azkaban,inramana,2
Jasonchenlijian/FastBle,CYW--,2
aws/aws-sdk-java,uzokirov,2
SeleniumHQ/selenium,cburkins,2
CymChad/BaseRecyclerViewAdapterHelper,a7891749,2
reactor/reactor-core,lc-nyovchev,2
termux/termux-app,JamesBelchamber,2
Netflix/eureka,timbozo,2
bumptech/glide,Tolriq,2
eclipse/che,vkuznyetsov,2
zo0r/react-native-push-notification,brascene,2
flyway/flyway,OldIMP,2
hackware1993/MagicIndicator,fanggege,2
bumptech/glide,zhaojianmou,2
ChrisRM/material-theme-jetbrains,TartanLeGrand,2
bumptech/glide,AndroidDeveloperLB,2
react-native-community/react-native-camera,yuoppp,2
junit-team/junit5,akozlova,2
termux/termux-app,kurokirasama,2
dbeaver/dbeaver,jpm-jpm,2
dbeaver/dbeaver,victor0801x,2
rstudio/rstudio,hhau,2
SeleniumHQ/selenium,IlyaNaumovich,2
languagetool-org/languagetool,jaumeortola,2
spring-projects/spring-boot,narasimhacalsoft,2
jeasonlzy/okhttp-OkGo,ypf168326,2
Netflix/ribbon,msigne,2
lettuce-io/lettuce-core,ptahchiev,2
SeleniumHQ/selenium,ionakathryn,2
bytedeco/javacv,skpaik,2
zwwill/yanxuan-weex-demo,ZhangBo2016,2
Piasy/BigImageViewer,mustafakuloglu,2
ltsopensource/light-task-scheduler,jonwinters,2
DylanVann/react-native-fast-image,OceanHorn,2
dropwizard/metrics,zharvey-welltok,2
